"","X2206_WT","X2208_WT","X2260_WT","X2265_WT","X2266_WT","X2352_WT","X2354_WT","X2199_Arom","X2261_Arom","X2284_Arom","X2285_Arom","X2253_Arom","Accession","Peptides.used.for.quantitation"
"1084",28495.29,18830.57,32020.56,36057.68,47771.85,34795.34,43207.15,18129.71,49330.9,31874.42,30252.26,44887.2,"O35658",1
"1085",0,0,0,0,0,0,0,0,0,0,0,0,"Q8R366",0
"1086",8011.11,11252.67,18041.83,9640.36,6678.48,10336.28,8102.57,11792.68,9948.31,6985.72,2213.14,3166.15,"Q91ZU6",1
"1087",92330.36,91513.87,65356.59,55620.4,74167.71,82213.3,79840.36,30316.66,51272.46,29763.03,28690.64,35563.4,"Q925T6",1
"1088",34622.69,37250.08,36144.59,26711.22,39553.57,39997.31,45718.91,31547.78,35351.58,45340.87,40739.36,43469.89,"Q9Z1Z2",1
"1089",49653.74,58447.28,66126.08,44023.6,53289.78,62199.28,49287.36,56397.62,58061.48,49481.98,27575.68,25080.85,"Q8C3Q5",1
"1090",0,0,0,0,0,0,0,0,0,0,0,0,"A2AN08",0
"1091",45072.31,62239.15,52706.02,38272.08,51519.43,74507.51,57548.76,42784.91,53044.77,66596.7,61237.22,62401.12,"P60122",1
"1092",43842.92,35106.36,34943.93,21543.93,32345.36,23884.97,38099.73,20377.54,14060.91,50241.22,27524.97,36358.45,"Q91VR2",1
"1093",0,0,0,0,0,0,0,0,0,0,0,0,"Q8K0F1",0
"1094",56936.24,71093.65,75031.29,44389.93,64938.67,65487.44,70187.07,61389.07,78852.39,78199.21,42132.4,39748.14,"Q9R1C7",1
"1095",0,0,0,0,0,0,0,0,0,0,0,0,"P16254",0
"1096",0,0,0,0,0,0,0,0,0,0,0,0,"Q8BKN5",0
"1097",33185.43,31211.4,32956.7,26741.5,29699.07,36537.82,22137.97,36881.75,47218.66,45457.75,48470.53,64141.02,"Q5EBG8",1
"1098",4375.2,15744.66,11157.43,11481.32,11995.31,14662.65,12083.11,10288.7,8273.87,8243.73,9470.36,8032.52,"P20239",1
"1099",27730.25,42117.76,68273.22,39612.19,35068.29,40498.67,34066.62,41241.28,36145.75,38521.09,23251.11,20244.63,"Q9Z1K5",1
"1100",0,0,0,0,0,0,0,0,0,0,0,0,"Q5SSE9",0
"1101",7889.26,9804.71,10189.3,7319.22,9236.17,10237.72,10060.74,8321.36,12648.41,10512.43,8395.7,7630.13,"Q9QZ88",1
"1102",69817.31,94918.56,76020.65,61104.41,68131.79,89592.78,87291.93,54982.8,74539.93,69831.99,73977.91,81558.78,"Q9JK38",1
"1103",26615.51,32612.68,31938.22,23311.72,32683.87,35475.69,30949.61,23319.67,35310.96,32588.87,46649.69,36138.92,"P32921",1
"1104",4290.71,8296.54,8272.08,5044.25,6547.58,8692.32,5931.26,6697.73,7827.91,10189.3,10558.24,11055.5,"P48437",1
"1105",66248.91,77224.65,70371.06,54376.17,50154.97,75038.54,71805.89,44495.69,65234.59,66455.31,51244.07,65952.7,"Q9CZ30",1
"1106",0,0,0,0,0,0,0,0,0,0,0,0,"Q2EG98",0
"1107",0,0,0,0,0,0,0,0,0,0,0,0,"Q3U4G3",0
"1108",10763.86,10776.45,9643.69,8519.98,10976.87,13194.06,12088.62,14328.71,13878.93,15622.21,13666.42,11404.74,"Q9CQM5",1
"1109",12198.22,17545.46,16174.57,14774.46,12752.62,19864.92,11769.34,16360.69,17630.33,18682.77,19118.99,25970.18,"Q9CQR6",1
"1110",19552.71,8843.31,11039.45,7454.63,10057.88,10110.85,25966.12,9777.89,14464.25,25404.9,13592.55,15039.31,"Q8CBY3",1
"1111",17030.04,19152.41,25776.88,33989.35,28304.91,22580.03,23064.27,16980.01,21608.72,18173.73,23507.6,25454.17,"Q9D7I5",1
"1112",4339.66,1927.33,3811.71,4743.15,7716.74,2658.17,44773.2,3189.85,2587.07,18441.43,3356.79,16950.65,"P51881",1
"1113",21018.1,42056.92,46493.39,37809.4,33423.99,26763.88,23237.39,41486.01,25543.26,32416.98,34850.78,38436.39,"P62331",1
"1114",18331.23,35564.57,42160.77,19503.15,31643.72,52554.49,39746.38,27934.12,18994.72,31509.15,22485.79,24249.99,"Q80ZF8",1
"1115",28660.94,54950.57,46671.31,34842.03,22198.52,115207.34,127057.01,52724.46,52558.38,62873.81,28359.15,88231.33,"Q80YQ2",1
"1116",12844.76,15988.17,19589.5,10244.52,9004.08,19481.7,15246.55,10473.72,12346.09,11512.08,10637.95,16870.5,"Q7TNE1",1
"1117",31816.5,45269.05,50907.58,38216.91,50198.97,52976.6,78366.46,60021.54,61377.52,49487.13,47244.36,88822.56,"Q99KP3",1
"1118",5840.19,7113.45,5778.79,3442.61,4792.85,3328.35,6467.56,3755.93,4864.23,4338.78,1671.35,1720.89,"E1U8D0",1
"1119",31722.38,30366.78,31974.28,26106.48,24670.41,51775.94,81399.25,28382.87,30536.7,32013.13,22325.86,112722.63,"Q91WE9",1
"1120",29557.54,29540.25,38781.44,26856.86,30841.33,31351.29,34271.39,26085.15,36602.64,34112.96,31081.09,39627.41,"Q61151",1
"1121",13404.19,8803.84,10999.61,11795.89,14092.5,12614.69,24632.61,8067.22,19181.55,20459.83,12706.17,14668.81,"P62892",1
"1122",46962.67,59686.97,85095.58,72740.4,34627.85,153025.61,107731.79,72926,138546.61,113097.67,89700.96,285120.17,"Q08091",1
"1123",36283.68,91871.59,71271.16,42153.29,57906.43,77712.81,70607.19,53628.31,56114.62,50405.24,28219.21,44847.94,"P40201",1
"1124",37564.77,79914.32,55477.96,34793.2,58571.97,102835.17,107432.84,59898.15,95357.23,127964.1,119391.85,111197.12,"Q9DCT8",1
"1125",37488.61,53424.77,51258.53,37033.39,51330.95,54564.87,63683.01,44526.79,50463.37,64539.44,48552.76,61346.32,"Q9JII5",1
"1126",54928.26,45422.78,54007.06,39352.09,59039.95,54214.85,46782.02,39431.91,56832.79,51314.23,38092.64,62530.93,"Q9D404",1
"1127",47581.92,25427.21,55795.42,25763.67,28493.44,46355.05,63095.43,51117.84,37726.99,45355.41,37928.31,69746.57,"Q8R1F5",1
"1128",18482.97,24753.17,33725.48,17196.92,27351.91,27124.42,36359.18,22177.15,18209.64,16657.44,15319.67,17441.67,"P70266",1
"1129",30516.99,41688.82,33891.97,28348,33091.1,34595.13,46916.22,37944.7,59018.42,40101.57,39069.87,50458.56,"Q08376",1
"1130",33625.78,61520.95,46899.14,49100.03,62619.04,57722.1,36912.26,20199.43,35997.74,26349.63,31741.42,33068.57,"Q8BTZ7",1
"1131",8019.62,15119.87,21101.77,10587.05,15448.29,23161.45,15269.01,16346.87,16190.82,20280.64,14891.1,26180.65,"Q62465",1
"1132",7803.34,8659.8,17122.44,8589.94,15243.27,6802.4,5303.33,4546.53,7433.17,5631.33,3280.14,1841.5,"A6H6E2",1
"1133",10783.65,14140.42,12313.17,9779.04,16445.51,15170.04,11281.3,11086.88,7412.19,11818.69,12648.16,8377.73,"P57080",1
"1134",5541.07,8118.78,8066.92,9393.24,6777.59,9751.64,9322,4179.19,6026.13,7303.41,4929.01,6553.91,"Q8CCP0",1
"1135",21640.64,35289.47,36994.82,21462.37,25839.06,42205.12,38157.95,22107.47,42474.77,31602.27,15367.96,9110.27,"P28666",1
"1136",16345.55,15308.97,15640.53,14733.37,14645.68,23604.63,28455.01,13819.56,15891.04,23855.41,24116.63,23634.27,"Q9Z1Q5",1
"1137",9382.21,21073,32788.01,15812.26,33261.05,22553.88,20951.11,18542.55,14969.74,14398.35,17647.69,26738.85,"Q8BMS4",1
"1138",15475.3,18332.69,18093.65,20729.77,18708.99,25399.38,32138.28,23723.11,22192.61,41660.52,36444.04,49395.64,"P47753",1
"1139",0,0,0,0,0,0,0,0,0,0,0,0,"P21958",0
"1140",40094.85,47348.13,46618.42,33216.82,49009.75,49909.76,56320.79,40030.68,52996.43,52765.1,67244.38,56018.4,"Q9JKB1",1
"1141",10533.93,25218.42,24942.21,21055.86,23647.03,23319.12,22107.56,23515.74,23724.02,23430.78,20049.79,36009.37,"P61027",1
"1142",41037.12,67375.56,65889.08,41432.63,54845,72541.4,63166.85,68762.34,79996.91,95812.81,116635.25,124059.15,"Q9CQM9",1
"1143",0,0,0,0,0,0,0,0,0,0,0,0,"Q8BGW1",0
"1144",8506.99,13757.29,11546.41,7005.05,8417.74,13603.83,8416.75,6900.32,8209.82,9036.61,9085.7,9653.22,"Q8BI06",1
"1145",6541.04,9537.22,9342.29,9411.58,7822.18,10434.93,8528.54,7021.04,8554.61,11006.63,11119.38,11216.53,"Q9CR09",1
"1146",11117.57,12512.17,9021.22,12348.35,8740.21,14895.12,12895.8,17485.16,25492.93,25632.42,20244.54,19254.94,"P60334",1
"1147",36586.69,47773.29,73499.47,53884.32,87344.53,73835.08,66179.23,48659.39,39227.68,41726.06,47084.09,70361.31,"P50295",1
"1148",15904.06,23715.7,24745.39,24146.25,22668.62,44267.32,35187.56,20947.42,25932.84,31332.8,23956.81,36529.02,"O35593",1
"1149",28006.84,29965.07,33392.98,32282.56,30546.62,31180.17,40520.34,24257.19,28423.3,35106.86,26227.46,41953.03,"P28656",1
"1150",22284.74,24044.25,24573.35,16350.8,15049.89,17642.58,19540.15,19989.02,35129.7,30101.17,27713.69,24983.26,"Q8K023",1
"1151",0,0,0,0,0,0,0,0,0,0,0,0,"Q9JI18",0
"1152",17382.21,21371.5,22015.21,21968.63,18882.65,27376.03,22558.93,17141.59,25440.19,18108.41,20491.96,21646.61,"Q9Z2M7",1
"1153",10952.44,9411.56,7678.98,6900.26,6800.25,7672.89,10773.48,4572.82,8273.38,8553.4,7115.33,7493.05,"P70372",1
"1154",20881.31,18279.64,15160.13,9688.7,15331.72,4428.07,15135.38,4873.53,4591.07,11852.27,6122.58,588.06,"Q9Z204",1
"1155",12777.29,12424.14,10136.59,4107.93,5288.99,8902.01,9269.58,38662.17,54425.49,45727.48,45998.57,52509.08,"Q9QYR9",1
"1156",14478.73,22462.81,24702.64,8247.34,14993.81,19828.88,13564.06,13879.95,14076.41,15639.82,6108.49,5782.55,"Q6NXH9",1
"1157",10018.56,11097.29,14117.49,9064.63,12088.74,12824.33,11077.95,9341.56,14749.4,9802.37,13563.77,15690.32,"Q9Z0M5",1
"1158",10930.35,12492.39,10427.67,7300.89,11829.33,14773.62,28811.64,13406.41,15776.43,12714.12,12739.89,15072.37,"Q62348",1
"1159",6766.69,24507.75,12381.94,13160.17,12715.65,17342.45,14610.05,14920.18,10548.5,10578.16,17679.09,17505.64,"Q9D8T2",1
"1160",8584.66,11092.09,8754.15,8819.23,10114.11,13279.27,13585.97,7410.42,9169.68,10200.51,9598.89,13311.19,"P62141",1
"1161",5135.68,10169.04,9408.27,5276.15,15188.39,9325.61,11247.73,9743.87,9536.89,7650.27,8657.47,11898.17,"Q7M6Y3",1
"1162",15104.96,30214.75,30926.78,28711.19,26924.03,23786.82,19838.3,24556.82,29337.02,21341.33,24193.82,26292.81,"Q9CQJ6",1
"1163",6927.58,13657.01,9680.41,10049.49,11500.34,13514.79,9460.15,8359.39,9519.37,9975.66,10577.09,10024.66,"Q6P542",1
"1164",16648.51,19146.61,18988.41,14255.21,18978.73,15840.81,22047.91,17664.87,25450.99,22689.33,22148.57,20610.47,"Q6ZWM4",1
"1165",10856.01,11951.59,10291.96,8260.99,11124.61,15520.61,13035.81,13628.41,15291.65,15394.82,14533.56,15896.32,"Q91V12",1
"1166",12324.08,33721.08,31435.3,22159.55,22704.83,34220.31,29214.07,27280.7,20144.05,21940.34,22681.31,26742.02,"Q9D0T1",1
"1167",12677.24,7935.13,9392.67,2780.76,3077.16,3923.73,4664.98,41452.52,36655.45,38328.07,38669.45,48241.14,"Q8BWN8",1
"1168",14736.1,12357.66,14948.95,9099.99,11952.27,14027.63,27940.51,8127.29,7240.48,10831.7,10152.74,19134.12,"Q8BJ64",1
"1169",21380.39,28365.51,31085.95,22248.18,30973.52,30848.33,31076.68,17821.8,19923.86,17417.62,16793.26,30534.11,"Q9DBN5",1
"1170",4757.92,20206.48,10277.83,17073.84,14546.62,8743.35,15544.24,11807,6111.72,8171.74,3117.86,7110.28,"Q922Q8",1
"1171",9600.9,13825.34,11376.6,8925.7,13713.24,13529.49,13578.21,10526.25,12216.23,12106.48,9288.7,14848.36,"Q8BH69",1
"1172",0,0,0,0,0,0,0,0,0,0,0,0,"B7ZNG0",0
"1173",8871.85,10489.86,12337.77,13344.65,15307.72,16381.61,13524.68,6257.93,10413.27,11606.56,7719.14,18681.7,"Q9JK81",1
"1174",0,0,0,0,0,0,0,0,0,0,0,0,"Q5PRF0",0
"1175",2927.33,4539.18,3692.73,2880.97,4466.3,5235.96,4232.51,3815.22,4716.37,4926.99,4157.53,5281.94,"Q62093",1
"1176",5207.98,8214.39,11148.42,9113.09,9576.23,9965.92,9620.69,7002.94,9309.17,8577.44,9983.17,8229.92,"Q8R050",1
"1177",30332.47,33471.64,35560.76,23674.07,33222.8,38712.55,44852.55,16514.95,18006.27,12446.98,10372.06,8472.79,"P05063",1
"1178",7363.48,6600.9,4394.55,6858.71,7221.9,8568.96,8177.57,8665.31,6788.01,6599.76,6121.29,7968.21,"Q9DB15",1
"1179",12741.26,17212.51,22309.57,17539.82,25825.13,31991.87,17165.38,12961.82,11872.14,15133.4,14218.76,31279.99,"Q8BTY1",1
"1180",4070.23,3862.89,4157.94,2834.88,3331.3,4290.72,5533.05,3138.54,3424.93,4073.96,4193.91,3298.5,"Q9DCT1",1
"1181",3974.38,7909.17,7463.07,6358.67,9755.82,8424.74,6095.08,5500.74,5820.3,5652.84,5383.61,8049.57,"P22892",1
"1182",5753.11,5903.49,7460.53,4644.61,4193,7041.89,5925.29,5045.31,6335.58,7287.69,5188.07,8148.53,"Q9CPR5",1
"1183",15771.63,29668.42,18247.59,18653.02,23393.59,24722.93,22912.95,14435.15,28921.7,32400.99,31291.91,29370.69,"Q9WUM4",1
"1184",5504.74,8226.39,10862.25,4285.64,5992.2,10443.7,11080.37,10021.75,9630.3,10577.4,4980.55,7957.49,"Q5F204",1
"1185",16278.51,16838.72,24295.61,12870.08,16042.39,16882.09,13221.22,18530.77,17656.24,12519.14,4829.56,16743.54,"Q9D816",1
"1186",10125.2,14333.46,14478.02,17765.37,10366.5,18248.84,16741.08,12492.62,14765.84,15385.05,22650.44,17540.59,"Q9CZY3",1
"1187",1987.45,4165.21,4856.76,2564.9,6708.46,7947.39,3474.67,4913.32,6259.9,4871.87,3804.92,5598.76,"P12815",1
"1188",25678.69,27117.31,26674.7,11560.14,27050.04,34020.25,27533.53,16744.53,19578.98,31334.89,31602.9,30847.73,"Q3THK7",1
"1189",11529.84,15567.67,23994.17,10094.6,17363.81,18671.11,17547.25,21091.14,17928.56,17625.98,14776,19162.88,"Q9JM14",1
"1190",22639.57,37482.42,49968.68,23994.81,30178.01,35589.04,38087.71,31408.19,31098.32,27630.8,32405.02,56446.74,"Q99KC8",1
"1191",0,0,0,0,0,0,0,0,0,0,0,0,"Q9JMC3",0
"1192",26085.99,34826.42,33200.43,26152.05,35366.16,32986.37,40059.06,18146.72,20454.92,27502.72,18549.35,24633.89,"Q5YD48",1
"1193",12979.36,18442.89,23020.42,19835.84,17362.31,23639.95,17188.81,16408.51,16675.86,15212.81,16220.42,18349.27,"Q91W50",1
"1194",15522.47,12186.75,10685.5,23625.08,28400.48,11417.08,18823.75,11232.6,15681.05,21026.72,17432.79,18590.51,"Q9EPU0",1
"1195",34395.68,43925.16,26634.66,17532.96,30636.63,35693.86,38454.82,31307.34,38566.52,43132.5,52727.08,57356.86,"Q9CXT8",1
"1196",4913.04,7914.12,6979.51,4697.68,7129.24,8991.34,7621.95,5525.01,5901.82,4151.37,5789.66,5737.65,"Q9R0Q6",1
"1197",13007.01,7124.53,10800.1,11522.46,14466.12,9463.17,62857.89,10214.32,7687.21,42134.13,19223.14,23669.46,"P99028",1
"1198",5779.06,3545.51,4395.48,7812.82,2287.13,6471.22,17920.79,5347.4,7842.13,4907.41,10087.1,30303.45,"Q9CYV5",1
"1199",21493.8,31805.23,18617.46,16943.19,21812.35,16665.67,37224.93,20738.86,16199.87,22885.48,14225.21,15481.17,"Q9CXS4",1
"1200",7540.48,9926.62,7047.96,8448.9,7422.19,9961.04,5769.72,5681.79,6171.25,4029.97,4045.39,3591.95,"Q8CHP8",1
"1201",11260.6,10719.02,10208.46,5438.12,8135.08,13550.43,16322.35,9636.75,9597.03,12560.02,13182.87,12420.49,"Q9DAK9",1
"1202",6387.02,6084.22,7216.25,6160.57,7933.76,7539.35,10843.28,4543.91,6995.05,8583.44,4236.79,5984.54,"Q6PDM2",1
"1203",7751.89,10777.18,7911.42,8029.02,12963.92,8232.33,16536.98,6721.75,9906.95,8800.52,8906.27,8410.31,"Q8VE95",1
"1204",6318.39,7260.39,6330.57,5765.18,6521.25,8756.11,9684.27,7782.56,10178.62,7214.07,9250.98,9542.7,"Q6P8I4",1
"1205",7116.78,6072.95,6509.73,4946.28,3512.92,2227.43,10405.09,2839.33,4047.06,4208.45,5952.47,2650.94,"Q05A62",1
"1206",5861.06,7255.17,17437.85,18635.32,16903.4,17868.55,13031.83,11517.02,21084.9,12798.37,15593.29,16317.4,"P61087",1
"1207",19804.4,27274.45,29172.51,28277,36886.94,40747.92,37491.29,24879.61,33066.64,29311.73,34173.74,33311.74,"Q6RHW0",1
"1208",24091.38,34091.25,27529.17,25146.92,36580.85,38207.26,52011.23,23658.48,34525.29,37614.81,35286.95,67539.61,"P97290",1
"1209",8188.63,9579.49,10352.3,12945.05,10697.86,9321.09,15395.5,9188.65,10543.15,16114.83,9420.45,21102.34,"Q9DBD0",1
"1210",14265.12,31576.26,25033.05,17895.59,17710.38,32302.57,32071.72,20445.84,19521.88,17751.3,20033.05,26168.45,"Q9D892",1
"1211",0,0,0,0,0,0,0,0,0,0,0,0,"Q9QXS1",0
"1212",0,0,0,0,0,0,0,0,0,0,0,0,"P16283",0
"1213",6353.3,7897.29,9334.23,7868,9804.72,8034.89,13022.52,8215.29,7902.59,7846.79,8492.76,7514.34,"Q64213",1
"1214",6155.28,8565.05,7315.25,5837.58,5636.82,6852.61,6194.26,2654.69,3437.27,3648.78,3720.98,3444.91,"Q9CYR6",1
"1215",49244.93,56104.81,26044.73,21843.4,43455.12,56004.74,55805.47,28505.27,31015.53,36910.75,44871.51,40751.1,"Q9WVJ3",1
"1216",13282.43,18716.23,13177.09,9596.92,16646.53,20676.28,31797.42,16718.69,15967.15,23772.37,15989.11,31694.65,"Q07456",1
"1217",22336.94,48341.43,31289.63,24344.06,34295.26,41594.83,29103.37,28502.69,39528.56,37755.32,42855.44,36291.24,"Q8VEE0",1
"1218",8984.09,12359.94,13912.11,10219.75,8987.97,11437.95,11134.25,10925.43,13093.34,10305.58,8464.81,10791.08,"Q91VU6",1
"1219",12723.74,10657.3,13596.54,10582.1,12917.11,12128.88,21273.98,9475.41,12795.21,11982.76,8558.34,11214.96,"Q9CQ48",1
"1220",0,0,0,0,0,0,0,0,0,0,0,0,"A4QPC6",0
"1221",6877.25,14425.2,10221.43,13982.98,11027.3,9944.43,10644.8,12939.48,13135.38,13093.67,14261.64,14179.48,"Q91YR1",1
"1222",7861.78,7808.19,6117.05,16919.34,12797.02,9266.2,17643.36,3623.54,4373.92,4850.86,4308.24,5375.88,"P39039",1
"1223",3692.96,10877.06,11093.85,6322.61,9375.76,10342.28,6345.34,6151.41,7953.47,5349.77,7272.26,4606.55,"Q8BK72",1
"1224",7103.08,4013.55,3488.05,6846.63,10415.18,4563.64,32058.96,4524.08,4832.8,23357.38,5939.45,7691.69,"Q62425",1
"1225",6421.63,15632.34,8596.71,18238.06,15122.89,11531.96,13136.19,5380.47,10998.31,8037.19,13630.54,14428.76,"Q91YW3",1
"1226",22373.23,14554.35,13001.21,12678.25,17979.22,11912.51,72784.63,15505.41,18668.12,56021.92,28073.2,40883.44,"Q9CZ13",1
"1227",9502.46,12668.3,9256.91,15180.48,15655.35,12912.22,9367.33,9565.75,9933.86,15246.02,19055.28,10646.16,"Q01730",1
"1228",15356.92,13240.27,5884.93,7753.74,9092.52,17686.09,18091.5,15258.23,15331.43,18507.76,20467.5,20737.15,"Q05117",1
"1229",4677.32,7053.57,4787.38,5706.34,6240.37,5313.68,4026.17,4587.71,4117.87,8457.27,7534.44,3870.2,"Q9WU84",1
"1230",8186.54,7078.94,6037.13,7058.54,5692.23,4409.67,9925.2,5204.02,4985.97,6770.22,6802.85,5798.68,"Q9CQT1",1
"1231",12325.77,13297.99,14809.95,12934.03,13985.77,15843.85,30587.17,13465.49,10947.29,14896.19,12946.37,21065.7,"P62307",1
"1232",1989.05,2126.08,2648.1,2293.82,1924.92,3084.1,2486.87,2506.19,2699.13,3550.52,2499.23,4208.19,"Q99LF4",1
"1233",9526.22,11934.62,11165.63,10935.41,9767.29,11358.82,12708.79,8747.64,12403.96,10486.48,11600.29,11773.96,"P67871",1
"1234",16294.89,14045.47,10474.1,14424.64,13125.18,10547.17,8749.81,8343.83,8472.16,8606.55,16149.07,6958.95,"O35887",1
"1235",30241.14,65280.1,34224.28,66986.54,53063.33,46899.74,27871.48,3493.86,4886.22,7343.11,8157.15,2759.01,"B5X0G2",1
"1236",6274.3,5344.87,9665.58,4878.61,10055.82,7050.55,8572.78,5765.81,7666.17,10796.22,4714.7,8765.98,"P34927",1
"1237",8598.84,17361.27,18085.68,7194.85,15351.07,13276.31,8221.56,8192.79,16907.21,11808.27,5065.02,1633.85,"Q924K1",1
"1238",6845.02,11443.78,22865.79,8804.39,9606.36,8428.88,16332.88,18977.31,20705.4,12857.73,11559.85,12297.83,"Q8VCZ9",1
"1239",5734.78,6081.98,6028.32,4815.35,4010.32,9656.98,6797.04,3304.6,4399.12,8374.67,13751.53,12246.6,"Q9ESY9",1
"1240",5746.72,6409.2,9050.02,5647.75,7340.32,8884.42,7117.49,5532.68,9560.28,7562.4,5998.61,5732.49,"Q3TCH7",1
"1241",5198.43,5882.07,6469.73,6412.74,6776.94,11006.5,9661.07,7053.44,10661.31,8343.66,13924.25,16729.43,"Q6P069",1
"1242",3481.53,16196.97,11895.05,9807.81,14098.76,10419.79,10859.45,11089.7,15598.7,11628.9,17582.87,15877.07,"Q8CAS9",1
"1243",6135.82,4980.2,7518.92,6974.17,7304.92,6096.97,11390.4,7589.18,8464.2,8210.08,8969.09,8325.97,"Q8BGD8",1
"1244",7017.21,11387.65,5490.06,10442.01,10593.67,6759.05,8014.43,8950.03,10065.05,11047.28,11269.51,10961.17,"P41317",1
"1245",8552.41,27491.24,15900.26,14767.05,23820.89,24757.54,21695.69,15803.93,15180.3,20414.55,26660.57,41893.03,"Q9D1M0",1
"1246",13706.45,22756.09,23425.39,22000.04,23698.61,27741.95,18252.38,29984.14,24977.61,18648.73,20358.57,32112.76,"Q8C5W3",1
"1247",4627.49,9720.95,7387.5,7977.92,8089.16,13145.82,7250.45,2658.51,2671.2,3755.44,2914.53,2547.93,"Q62392",1
"1248",1874.11,1134.38,1588.09,392.42,187.39,1494.55,461.64,0,108.57,124330.94,0,1195.74,"Q922U2",1
"1249",3690.43,4784.95,4163.77,3795.6,2604.17,2018.41,6076.19,3667.99,5377.95,5791.12,4753.88,2383.95,"Q9CQB2",1
"1250",5005.67,2689.51,4623.58,8708.15,1301.08,1284.54,5773.73,9123.58,7022.39,16878.3,4811.68,4185.64,"P61458",1
"1251",8622.01,9982.83,12466.03,9330.04,10110.09,8997.43,12658.02,7096.11,12656.19,12107.28,11860.62,10275.72,"P56380",1
"1252",7448.43,11060.89,20864.42,7640.41,20458.35,14478.23,9306.93,10535.42,11664.08,13092.39,10586.97,13966.96,"Q9D7X3",1
"1253",2450.28,11103.11,6220.44,11068.51,16615.16,13415.78,6452.51,12339.46,3874.13,8322.71,2621.2,11035.11,"Q9EQ06",1
"1254",2025.79,2398.4,7392.68,3943.59,3628.96,6288.3,2813.65,2584.69,2031.74,2691.46,4369.77,3939.54,"Q8CGB3",1
"1255",5401.82,6631.76,5837.65,5502.06,8493.31,5576.4,11318,5452.63,6179.64,8333.32,6180.75,7584.51,"Q91WM2",1
"1256",3075.29,6322.63,7556.6,4138.76,9311.09,7744.08,8942.52,3400.29,4519.15,3687.81,6572.62,4241.63,"Q9EQW7",1
"1257",5769.49,7399.24,6985.88,4909.06,4783,7528.29,4174.41,6674.98,7793.73,10444.29,11184.17,8247.61,"P50518",1
"1258",4103.29,6953.7,10697.58,13592.59,12295.18,19903.52,16489.56,7173.38,9785.17,9395.45,5164.72,21609.52,"Q9DBB9",1
"1259",6177.64,6326.9,11002.84,8117.37,12852.65,8981.24,11223.28,8447.51,6451.74,7425.9,7009.83,6217.65,"Q9ERG0",1
"1260",18472.71,42784.22,31525.81,19055.31,30694.45,34119.39,39877.4,36246.01,42455.08,56724.33,34953.23,43516.23,"P58871",1
"1261",2995.2,4798.67,6610.04,4392.36,7268.72,8621.69,7285.76,4010.18,5157.35,5119.31,5843.07,6784.09,"Q76LS9",1
"1262",3714.18,4606.51,5902.86,8310.36,4590.82,8289.54,17483.89,3282.19,3488.2,1374.28,1472.47,7563.58,"Q06890",1
"1263",10712.36,10333.55,10819.46,9408.36,11509.42,9192.89,14423.4,7196.64,10589.02,11389.7,15265.63,13149.27,"P32067",1
"1264",14747.01,26296.24,13040.44,20411.16,27034.93,17008.91,19536.96,6790.74,15879.22,12298.72,20669.08,11266.38,"Q9CYA0",1
"1265",2465.19,1210.45,3199.3,2090.62,5070.62,2072.75,5208.31,1583.87,1803.46,2841.27,1650.93,1205.42,"Q922H2",1
"1266",274.82,498.8,312.1,639.03,764.62,1161.04,1356.97,9329.19,10001.83,13098.88,8142.03,16126.72,"P97501",1
"1267",6180.66,21146.44,15348.08,15083.01,15386.64,18574.99,11736.15,8085.94,10361.58,10510.86,13042.38,17086.89,"Q8VCF0",1
"1268",3786.4,5144.76,9461.37,7940.15,14358.05,8776.1,9595.74,6211.59,6054.87,5017.71,5203.56,6883.74,"Q99K28",1
"1269",2242.34,3968.24,3236.19,3779.77,2952.62,4398.13,2485.23,2822.74,3781.85,3928.96,2291.71,1915.39,"Q80X50",1
"1270",5741.47,8765.74,8816.96,5195.89,9830.71,9428.14,12013.2,8973.83,10683.56,12585.13,11812.07,10235.35,"P42567",1
"1271",2928.18,1412.05,1649.53,2649.66,816.88,4777.2,17026.21,3513.31,1786.04,2797.81,1685.27,14963.6,"P15327",1
"1272",14727.63,32828.36,21759.67,24710.5,32464.92,30970.41,39634.5,8029.29,6976.01,20948.85,17409.42,9244.34,"Q8BH35",1
"1273",2740.58,8170.39,5725.42,6437.64,6563.72,8165.83,6179.53,4426.35,6442.06,6096.26,3612.28,7884.91,"Q8BMJ2",1
"1274",8652.87,16712,13229.88,9003.6,16428.85,11367.51,15915.4,13013.1,13923.69,17684.55,18196.27,14886.85,"Q61510",1
"1275",6333.43,18316.9,16342.07,20897.45,15417.18,12568.67,19092.47,9492.21,14237.22,12042.97,11692.41,10677.37,"Q62318",1
"1276",26066.87,34510.16,27568.41,17863.18,22574.5,26746.19,37514.04,29842.49,34606.44,37941,41844.7,52862.93,"P36536",1
"1277",10776.87,14278.62,12707.39,11859.3,21301.79,14930.01,25489.17,6697.89,8167.82,13236.09,6856.44,11472.31,"Q9DBG1",1
"1278",3289.79,15383.27,10272.87,8355.47,13230.67,12039.38,7837.59,13520.95,11465.8,8335.73,13159.79,23055.41,"Q8BK64",1
"1279",6250.62,8859.72,7485.9,11109.47,7681.05,8043.58,13015.03,6266.63,10029.61,10496.72,13285.33,10176.11,"O08807",1
"1280",0,0,0,0,0,0,0,0,0,0,0,0,"Q3TFD2",0
"1281",6503.06,5561.07,5864.66,6846.99,6195.42,5689.75,5499.67,5489.36,5780.16,5955.64,4540.55,6890.48,"Q8K2C6",1
